id,date,station,prcp,tobs
2786,2010-03-05,USC00513117,0.21,69.0
2787,2010-03-06,USC00513117,0.09,71.0
2788,2010-03-07,USC00513117,0.0,70.0
2789,2010-03-08,USC00513117,0.34,70.0
2790,2010-03-09,USC00513117,0.05,68.0
2791,2010-03-10,USC00513117,0.04,70.0
2792,2010-03-11,USC00513117,0.09,71.0
2793,2010-03-12,USC00513117,0.03,71.0
2794,2010-03-13,USC00513117,0.0,70.0
2795,2010-03-14,USC00513117,0.0,72.0
2796,2010-03-15,USC00513117,0.16,70.0
2797,2010-03-16,USC00513117,0.16,71.0
2798,2010-03-17,USC00513117,0.4,66.0
2799,2010-03-18,USC00513117,0.44,66.0
2800,2010-03-19,USC00513117,0.08,69.0
2801,2010-03-20,USC00513117,0.01,69.0
2802,2010-03-21,USC00513117,0.0,71.0
2803,2010-03-22,USC00513117,0.0,68.0
2804,2010-03-23,USC00513117,0.0,67.0
2805,2010-03-24,USC00513117,0.03,72.0
2806,2010-03-25,USC00513117,0.01,72.0
2807,2010-03-26,USC00513117,0.02,71.0
2808,2010-03-27,USC00513117,0.01,71.0
2809,2010-03-28,USC00513117,0.01,71.0
2810,2010-03-29,USC00513117,0.0,72.0
2811,2010-03-30,USC00513117,0.02,73.0
2812,2010-03-31,USC00513117,0.02,71.0
2813,2010-04-01,USC00513117,0.01,73.0
2814,2010-04-02,USC00513117,0.02,71.0
2815,2010-04-03,USC00513117,0.03,72.0
2816,2010-04-04,USC00513117,0.13,71.0
2817,2010-04-05,USC00513117,0.19,71.0
2818,2010-04-06,USC00513117,0.07,69.0
2819,2010-04-07,USC00513117,0.51,70.0
2820,2010-04-08,USC00513117,0.0,73.0
2821,2010-04-09,USC00513117,0.24,69.0
2822,2010-04-10,USC00513117,0.03,72.0
2823,2010-04-11,USC00513117,0.03,69.0
2824,2010-04-12,USC00513117,0.01,71.0
2825,2010-04-13,USC00513117,0.06,71.0
2826,2010-04-14,USC00513117,0.07,69.0
2827,2010-04-15,USC00513117,0.0,69.0
2828,2010-04-16,USC00513117,0.03,67.0
2829,2010-04-17,USC00513117,0.02,69.0
2830,2010-04-18,USC00513117,0.0,70.0
2831,2010-04-19,USC00513117,0.01,71.0
2832,2010-04-20,USC00513117,0.06,70.0
2833,2010-04-21,USC00513117,0.0,72.0
2834,2010-04-22,USC00513117,0.0,72.0
2835,2010-04-23,USC00513117,0.13,71.0
2836,2010-04-24,USC00513117,0.15,73.0
2837,2010-04-25,USC00513117,0.0,74.0
2838,2010-04-26,USC00513117,0.0,72.0
2839,2010-04-27,USC00513117,0.01,72.0
2840,2010-04-28,USC00513117,0.07,71.0
2841,2010-04-29,USC00513117,0.01,74.0
2842,2010-04-30,USC00513117,0.02,74.0
2843,2010-05-01,USC00513117,0.02,72.0
2844,2010-05-02,USC00513117,0.03,72.0
2845,2010-05-03,USC00513117,0.89,72.0
2846,2010-05-04,USC00513117,0.07,73.0
2847,2010-05-05,USC00513117,0.0,74.0
2848,2010-05-06,USC00513117,0.0,73.0
2849,2010-05-07,USC00513117,0.08,72.0
2850,2010-05-08,USC00513117,0.01,76.0
2851,2010-05-09,USC00513117,0.0,73.0
2852,2010-05-10,USC00513117,0.0,74.0
2853,2010-05-11,USC00513117,0.0,74.0
2854,2010-05-12,USC00513117,0.01,73.0
2855,2010-05-13,USC00513117,0.01,75.0
2856,2010-05-14,USC00513117,0.0,74.0
2857,2010-05-15,USC00513117,0.06,69.0
2858,2010-05-16,USC00513117,0.1,74.0
2859,2010-05-17,USC00513117,0.0,73.0
2860,2010-05-18,USC00513117,0.0,74.0
2861,2010-05-19,USC00513117,0.0,73.0
2862,2010-05-20,USC00513117,0.08,72.0
2863,2010-05-21,USC00513117,0.05,73.0
2864,2010-05-22,USC00513117,0.05,75.0
2865,2010-05-23,USC00513117,0.04,74.0
2866,2010-05-24,USC00513117,0.07,74.0
2867,2010-05-25,USC00513117,0.09,74.0
2868,2010-05-26,USC00513117,0.08,74.0
2869,2010-05-27,USC00513117,0.0,74.0
2870,2010-05-28,USC00513117,0.0,71.0
2871,2010-05-29,USC00513117,0.01,74.0
2872,2010-05-30,USC00513117,0.0,75.0
2873,2010-05-31,USC00513117,0.02,75.0
2874,2010-06-01,USC00513117,0.03,74.0
2875,2010-06-02,USC00513117,0.0,76.0
2876,2010-06-03,USC00513117,0.0,75.0
2877,2010-06-04,USC00513117,0.0,75.0
2878,2010-06-05,USC00513117,0.0,74.0
2879,2010-06-06,USC00513117,0.0,75.0
2880,2010-06-07,USC00513117,0.02,75.0
2881,2010-06-08,USC00513117,0.0,75.0
2882,2010-06-09,USC00513117,0.0,75.0
2883,2010-06-10,USC00513117,0.02,75.0
2884,2010-06-11,USC00513117,0.0,83.0
2885,2010-06-12,USC00513117,0.0,75.0
2886,2010-06-13,USC00513117,0.01,76.0
2887,2010-06-14,USC00513117,0.06,73.0
2888,2010-06-15,USC00513117,0.0,74.0
2889,2010-06-16,USC00513117,0.01,74.0
2890,2010-06-17,USC00513117,0.02,75.0
2891,2010-06-18,USC00513117,0.06,70.0
2892,2010-06-19,USC00513117,0.13,74.0
2893,2010-06-20,USC00513117,0.02,75.0
2894,2010-06-21,USC00513117,0.01,75.0
2895,2010-06-22,USC00513117,0.0,75.0
2896,2010-06-23,USC00513117,0.0,75.0
2897,2010-06-24,USC00513117,0.01,75.0
2898,2010-06-25,USC00513117,0.05,74.0
2899,2010-06-26,USC00513117,0.24,72.0
2900,2010-06-27,USC00513117,0.03,76.0
2901,2010-06-28,USC00513117,0.11,73.0
2902,2010-06-29,USC00513117,0.0,75.0
2903,2010-06-30,USC00513117,0.03,76.0
2904,2010-07-01,USC00513117,0.01,73.0
2905,2010-07-02,USC00513117,0.14,72.0
2906,2010-07-03,USC00513117,0.06,75.0
2907,2010-07-04,USC00513117,0.07,75.0
2908,2010-07-05,USC00513117,0.03,72.0
2909,2010-07-06,USC00513117,0.05,72.0
2910,2010-07-07,USC00513117,0.11,73.0
2911,2010-07-08,USC00513117,0.04,74.0
2912,2010-07-09,USC00513117,0.04,74.0
2913,2010-07-10,USC00513117,0.09,73.0
2914,2010-07-11,USC00513117,0.02,81.0
2915,2010-07-12,USC00513117,0.0,72.0
2916,2010-07-13,USC00513117,0.01,72.0
2917,2010-07-14,USC00513117,0.45,70.0
2918,2010-07-15,USC00513117,0.04,72.0
2919,2010-07-16,USC00513117,0.02,76.0
2920,2010-07-17,USC00513117,0.04,75.0
2921,2010-07-18,USC00513117,0.05,75.0
2922,2010-07-19,USC00513117,0.12,74.0
2923,2010-07-20,USC00513117,0.21,75.0
2924,2010-07-21,USC00513117,0.0,74.0
2925,2010-07-22,USC00513117,0.15,76.0
2926,2010-07-23,USC00513117,0.09,73.0
2927,2010-07-24,USC00513117,0.0,77.0
2928,2010-07-25,USC00513117,0.0,77.0
2929,2010-07-26,USC00513117,0.0,76.0
2930,2010-07-27,USC00513117,0.03,72.0
2931,2010-07-28,USC00513117,0.46,75.0
2932,2010-07-29,USC00513117,0.02,75.0
2933,2010-07-30,USC00513117,0.01,76.0
2934,2010-07-31,USC00513117,0.02,77.0
2935,2010-08-01,USC00513117,0.16,72.0
2936,2010-08-02,USC00513117,0.15,74.0
2937,2010-08-03,USC00513117,0.04,74.0
2938,2010-08-04,USC00513117,0.12,74.0
2939,2010-08-05,USC00513117,0.13,72.0
2940,2010-08-06,USC00513117,0.0,75.0
2941,2010-08-07,USC00513117,0.05,74.0
2942,2010-08-08,USC00513117,0.1,73.0
2943,2010-08-09,USC00513117,0.04,76.0
2944,2010-08-10,USC00513117,0.0,76.0
2945,2010-08-11,USC00513117,0.0,72.0
2946,2010-08-12,USC00513117,0.02,76.0
2947,2010-08-13,USC00513117,0.19,76.0
2948,2010-08-14,USC00513117,0.0,75.0
2949,2010-08-15,USC00513117,0.0,75.0
2950,2010-08-16,USC00513117,0.12,70.0
2951,2010-08-17,USC00513117,0.24,72.0
2952,2010-08-18,USC00513117,0.08,73.0
2953,2010-08-19,USC00513117,0.06,76.0
2954,2010-08-20,USC00513117,0.01,76.0
2955,2010-08-21,USC00513117,0.0,76.0
2956,2010-08-22,USC00513117,0.02,75.0
2957,2010-08-23,USC00513117,0.0,76.0
2958,2010-08-24,USC00513117,0.08,74.0
2959,2010-08-25,USC00513117,0.25,73.0
2960,2010-08-26,USC00513117,0.05,74.0
2961,2010-08-27,USC00513117,0.21,75.0
2962,2010-08-28,USC00513117,0.0,76.0
2963,2010-08-29,USC00513117,0.1,76.0
2964,2010-08-30,USC00513117,0.02,76.0
2965,2010-08-31,USC00513117,0.0,76.0
2966,2010-09-01,USC00513117,0.0,75.0
2967,2010-09-02,USC00513117,0.03,73.0
2968,2010-09-03,USC00513117,0.29,72.0
2969,2010-09-04,USC00513117,0.04,73.0
2970,2010-09-05,USC00513117,0.08,74.0
2971,2010-09-06,USC00513117,0.01,75.0
2972,2010-09-07,USC00513117,0.03,75.0
2973,2010-09-08,USC00513117,0.01,75.0
2974,2010-09-09,USC00513117,0.01,75.0
2975,2010-09-10,USC00513117,0.03,76.0
2976,2010-09-11,USC00513117,0.02,77.0
2977,2010-09-12,USC00513117,0.0,76.0
2978,2010-09-13,USC00513117,0.0,75.0
2979,2010-09-14,USC00513117,0.01,76.0
2980,2010-09-15,USC00513117,0.0,76.0
2981,2010-09-16,USC00513117,0.01,77.0
2982,2010-09-17,USC00513117,0.0,76.0
2983,2010-09-18,USC00513117,0.03,76.0
2984,2010-09-19,USC00513117,0.08,78.0
2985,2010-09-20,USC00513117,0.03,77.0
2986,2010-09-21,USC00513117,0.02,75.0
2987,2010-09-22,USC00513117,0.5,74.0
2988,2010-09-23,USC00513117,0.33,75.0
2989,2010-09-24,USC00513117,0.0,75.0
2990,2010-09-25,USC00513117,0.0,76.0
2991,2010-09-27,USC00513117,,72.0
2992,2010-09-28,USC00513117,0.0,73.0
2993,2010-09-29,USC00513117,0.0,73.0
2994,2010-09-30,USC00513117,0.02,73.0
2995,2010-10-01,USC00513117,0.43,72.0
2996,2010-10-02,USC00513117,0.16,76.0
2997,2010-10-03,USC00513117,0.07,82.0
2998,2010-10-04,USC00513117,0.06,76.0
2999,2010-10-05,USC00513117,0.07,77.0
3000,2010-10-06,USC00513117,0.0,76.0
3001,2010-10-07,USC00513117,0.0,74.0
3002,2010-10-08,USC00513117,0.0,72.0
3003,2010-10-09,USC00513117,0.0,76.0
3004,2010-10-10,USC00513117,0.03,75.0
3005,2010-10-11,USC00513117,0.04,76.0
3006,2010-10-12,USC00513117,0.06,71.0
3007,2010-10-13,USC00513117,0.02,77.0
3008,2010-10-14,USC00513117,0.0,76.0
3009,2010-10-15,USC00513117,0.0,74.0
3010,2010-10-16,USC00513117,0.0,76.0
3011,2010-10-17,USC00513117,0.16,77.0
3012,2010-10-18,USC00513117,0.02,71.0
3013,2010-10-19,USC00513117,0.0,72.0
3014,2010-10-20,USC00513117,0.0,71.0
3015,2010-10-21,USC00513117,0.04,73.0
3016,2010-10-22,USC00513117,0.0,76.0
3017,2010-10-23,USC00513117,0.0,84.0
3018,2010-10-24,USC00513117,0.0,76.0
3019,2010-10-25,USC00513117,0.0,77.0
3020,2010-10-26,USC00513117,0.16,76.0
3021,2010-10-27,USC00513117,0.06,76.0
3022,2010-10-28,USC00513117,0.09,76.0
3023,2010-10-29,USC00513117,0.1,75.0
3024,2010-10-30,USC00513117,0.11,74.0
3025,2010-10-31,USC00513117,0.0,71.0
3026,2010-11-01,USC00513117,0.42,73.0
3027,2010-11-02,USC00513117,0.1,70.0
3028,2010-11-03,USC00513117,0.0,71.0
3029,2010-11-04,USC00513117,0.39,73.0
3030,2010-11-05,USC00513117,0.07,75.0
3031,2010-11-06,USC00513117,0.1,75.0
3032,2010-11-07,USC00513117,0.21,75.0
3033,2010-11-08,USC00513117,0.0,75.0
3034,2010-11-09,USC00513117,0.01,75.0
3035,2010-11-10,USC00513117,0.0,76.0
3036,2010-11-11,USC00513117,0.0,75.0
3037,2010-11-12,USC00513117,0.0,75.0
3038,2010-11-13,USC00513117,0.03,75.0
3039,2010-11-14,USC00513117,0.02,74.0
3040,2010-11-15,USC00513117,0.35,75.0
3041,2010-11-16,USC00513117,0.01,74.0
3042,2010-11-17,USC00513117,0.0,70.0
3043,2010-11-18,USC00513117,0.0,71.0
3044,2010-11-19,USC00513117,0.19,71.0
3045,2010-11-20,USC00513117,0.02,71.0
3046,2010-11-21,USC00513117,0.0,71.0
3047,2010-11-22,USC00513117,0.02,68.0
3048,2010-11-23,USC00513117,0.0,69.0
3049,2010-11-24,USC00513117,0.0,75.0
3050,2010-11-25,USC00513117,0.16,75.0
3051,2010-11-26,USC00513117,0.0,74.0
3052,2010-11-27,USC00513117,0.03,74.0
3053,2010-11-28,USC00513117,0.49,71.0
3054,2010-11-29,USC00513117,0.04,70.0
3055,2010-11-30,USC00513117,0.15,73.0
3056,2010-12-01,USC00513117,0.76,73.0
3057,2010-12-02,USC00513117,0.13,72.0
3058,2010-12-03,USC00513117,0.16,73.0
3059,2010-12-04,USC00513117,0.0,74.0
3060,2010-12-05,USC00513117,0.0,73.0
3061,2010-12-06,USC00513117,0.0,66.0
3062,2010-12-07,USC00513117,0.0,64.0
3063,2010-12-08,USC00513117,0.0,66.0
3064,2010-12-09,USC00513117,0.0,75.0
3065,2010-12-10,USC00513117,1.95,65.0
3066,2010-12-11,USC00513117,0.62,69.0
3067,2010-12-12,USC00513117,0.15,71.0
3068,2010-12-13,USC00513117,0.47,69.0
3069,2010-12-14,USC00513117,0.0,78.0
3070,2010-12-15,USC00513117,0.0,74.0
3071,2010-12-16,USC00513117,0.0,68.0
3072,2010-12-17,USC00513117,0.0,68.0
3073,2010-12-18,USC00513117,0.0,70.0
3074,2010-12-19,USC00513117,3.18,70.0
3075,2010-12-20,USC00513117,4.94,71.0
3076,2010-12-21,USC00513117,0.43,71.0
3077,2010-12-22,USC00513117,0.01,71.0
3078,2010-12-23,USC00513117,0.02,71.0
3079,2010-12-24,USC00513117,0.0,69.0
3080,2010-12-25,USC00513117,2.95,69.0
3081,2010-12-26,USC00513117,0.99,72.0
3082,2010-12-27,USC00513117,0.46,76.0
3083,2010-12-28,USC00513117,0.63,72.0
3084,2010-12-29,USC00513117,0.02,73.0
3085,2010-12-30,USC00513117,0.11,73.0
3086,2010-12-31,USC00513117,0.05,74.0
3087,2011-01-01,USC00513117,0.42,69.0
3088,2011-01-02,USC00513117,0.11,74.0
3089,2011-01-03,USC00513117,0.01,74.0
3090,2011-01-04,USC00513117,0.0,73.0
3091,2011-01-05,USC00513117,0.04,67.0
3092,2011-01-06,USC00513117,0.21,67.0
3093,2011-01-07,USC00513117,0.02,65.0
3094,2011-01-08,USC00513117,0.01,64.0
3095,2011-01-09,USC00513117,0.0,63.0
3096,2011-01-10,USC00513117,0.0,72.0
3097,2011-01-11,USC00513117,0.11,61.0
3098,2011-01-12,USC00513117,0.46,71.0
3099,2011-01-13,USC00513117,5.21,70.0
3100,2011-01-14,USC00513117,0.22,76.0
3101,2011-01-15,USC00513117,0.0,68.0
3102,2011-01-16,USC00513117,0.0,69.0
3103,2011-01-17,USC00513117,0.03,69.0
3104,2011-01-18,USC00513117,0.0,66.0
3105,2011-01-19,USC00513117,0.05,64.0
3106,2011-01-20,USC00513117,0.01,72.0
3107,2011-01-21,USC00513117,0.01,73.0
3108,2011-01-22,USC00513117,0.0,73.0
3109,2011-01-23,USC00513117,0.0,72.0
3110,2011-01-24,USC00513117,0.01,72.0
3111,2011-01-25,USC00513117,0.0,65.0
3112,2011-01-26,USC00513117,0.0,67.0
3113,2011-01-27,USC00513117,0.0,72.0
3114,2011-01-28,USC00513117,0.0,72.0
3115,2011-01-29,USC00513117,0.01,69.0
3116,2011-01-30,USC00513117,0.02,72.0
3117,2011-01-31,USC00513117,0.02,70.0
3118,2011-02-01,USC00513117,0.0,67.0
3119,2011-02-02,USC00513117,0.0,72.0
3120,2011-02-03,USC00513117,0.0,68.0
3121,2011-02-04,USC00513117,0.0,65.0
3122,2011-02-05,USC00513117,0.0,71.0
3123,2011-02-06,USC00513117,0.02,76.0
3124,2011-02-07,USC00513117,1.06,68.0
3125,2011-02-08,USC00513117,0.52,70.0
3126,2011-02-09,USC00513117,0.02,71.0
3127,2011-02-10,USC00513117,0.03,71.0
3128,2011-02-11,USC00513117,0.33,71.0
3129,2011-02-12,USC00513117,1.54,68.0
3130,2011-02-13,USC00513117,0.19,67.0
3131,2011-02-14,USC00513117,0.0,70.0
3132,2011-02-15,USC00513117,0.0,70.0
3133,2011-02-16,USC00513117,0.2,74.0
3134,2011-02-17,USC00513117,0.05,74.0
3135,2011-02-18,USC00513117,0.1,74.0
3136,2011-02-19,USC00513117,0.0,70.0
3137,2011-02-20,USC00513117,4.88,71.0
3138,2011-02-21,USC00513117,0.0,69.0
3139,2011-02-22,USC00513117,0.02,72.0
3140,2011-02-23,USC00513117,0.0,73.0
3141,2011-02-24,USC00513117,3.3,67.0
3142,2011-02-25,USC00513117,0.0,66.0
3143,2011-02-26,USC00513117,0.0,69.0
3144,2011-02-27,USC00513117,0.02,69.0
3145,2011-02-28,USC00513117,0.0,70.0
3146,2011-03-01,USC00513117,0.14,66.0
3147,2011-03-02,USC00513117,0.0,72.0
3148,2011-03-03,USC00513117,0.12,70.0
3149,2011-03-04,USC00513117,1.05,71.0
3150,2011-03-05,USC00513117,0.13,69.0
3151,2011-03-06,USC00513117,1.16,72.0
3152,2011-03-07,USC00513117,0.01,73.0
3153,2011-03-08,USC00513117,0.03,72.0
3154,2011-03-09,USC00513117,0.09,69.0
3155,2011-03-10,USC00513117,1.33,72.0
3156,2011-03-11,USC00513117,0.07,72.0
3157,2011-03-12,USC00513117,0.14,71.0
3158,2011-03-13,USC00513117,0.0,72.0
3159,2011-03-14,USC00513117,0.0,73.0
3160,2011-03-15,USC00513117,0.0,73.0
3161,2011-03-16,USC00513117,0.01,74.0
3162,2011-03-17,USC00513117,0.01,71.0
3163,2011-03-18,USC00513117,0.03,71.0
3164,2011-03-19,USC00513117,0.04,73.0
3165,2011-03-20,USC00513117,0.14,73.0
3166,2011-03-21,USC00513117,0.0,72.0
3167,2011-03-22,USC00513117,0.18,70.0
3168,2011-03-23,USC00513117,0.04,72.0
3169,2011-03-24,USC00513117,0.12,72.0
3170,2011-03-25,USC00513117,0.07,72.0
3171,2011-03-26,USC00513117,0.02,72.0
3172,2011-03-27,USC00513117,0.04,72.0
3173,2011-03-28,USC00513117,0.08,72.0
3174,2011-03-29,USC00513117,0.05,72.0
3175,2011-03-30,USC00513117,0.08,73.0
3176,2011-03-31,USC00513117,0.0,72.0
3177,2011-04-01,USC00513117,0.03,72.0
3178,2011-04-02,USC00513117,0.01,72.0
3179,2011-04-03,USC00513117,0.01,70.0
3180,2011-04-04,USC00513117,0.0,73.0
3181,2011-04-05,USC00513117,0.0,71.0
3182,2011-04-06,USC00513117,0.09,70.0
3183,2011-04-07,USC00513117,0.68,67.0
3184,2011-04-08,USC00513117,0.39,68.0
3185,2011-04-09,USC00513117,0.02,74.0
3186,2011-04-10,USC00513117,0.0,74.0
3187,2011-04-11,USC00513117,0.0,73.0
3188,2011-04-12,USC00513117,0.0,73.0
3189,2011-04-13,USC00513117,0.02,67.0
3190,2011-04-14,USC00513117,0.02,73.0
3191,2011-04-15,USC00513117,0.04,69.0
3192,2011-04-16,USC00513117,0.05,70.0
3193,2011-04-17,USC00513117,0.0,73.0
3194,2011-04-18,USC00513117,0.0,72.0
3195,2011-04-19,USC00513117,0.0,72.0
3196,2011-04-20,USC00513117,0.0,70.0
3197,2011-04-21,USC00513117,0.0,71.0
3198,2011-04-22,USC00513117,0.0,73.0
3199,2011-04-23,USC00513117,0.0,75.0
3200,2011-04-24,USC00513117,0.0,73.0
3201,2011-04-25,USC00513117,0.0,74.0
3202,2011-04-26,USC00513117,0.12,73.0
3203,2011-04-27,USC00513117,0.02,74.0
3204,2011-04-28,USC00513117,0.01,74.0
3205,2011-04-29,USC00513117,0.13,72.0
3206,2011-04-30,USC00513117,0.02,71.0
3207,2011-05-01,USC00513117,0.0,74.0
3208,2011-05-02,USC00513117,0.22,74.0
3209,2011-05-03,USC00513117,0.42,71.0
3210,2011-05-04,USC00513117,0.25,73.0
3211,2011-05-05,USC00513117,0.15,72.0
3212,2011-05-06,USC00513117,0.23,72.0
3213,2011-05-07,USC00513117,0.86,72.0
3214,2011-05-08,USC00513117,1.76,68.0
3215,2011-05-09,USC00513117,0.73,74.0
3216,2011-05-10,USC00513117,0.24,72.0
3217,2011-05-11,USC00513117,0.92,71.0
3218,2011-05-12,USC00513117,0.02,74.0
3219,2011-05-13,USC00513117,0.01,74.0
3220,2011-05-14,USC00513117,0.0,76.0
3221,2011-05-15,USC00513117,0.0,73.0
3222,2011-05-16,USC00513117,0.01,74.0
3223,2011-05-17,USC00513117,0.0,73.0
3224,2011-05-18,USC00513117,0.3,70.0
3225,2011-05-19,USC00513117,0.01,71.0
3226,2011-05-20,USC00513117,0.03,74.0
3227,2011-05-21,USC00513117,0.0,75.0
3228,2011-05-22,USC00513117,0.08,74.0
3229,2011-05-23,USC00513117,0.06,74.0
3230,2011-05-24,USC00513117,0.0,74.0
3231,2011-05-25,USC00513117,0.02,74.0
3232,2011-05-26,USC00513117,0.0,74.0
3233,2011-05-27,USC00513117,0.03,74.0
3234,2011-05-28,USC00513117,0.02,76.0
3235,2011-05-29,USC00513117,0.1,76.0
3236,2011-05-30,USC00513117,0.0,75.0
3237,2011-05-31,USC00513117,0.0,74.0
3238,2011-06-01,USC00513117,0.03,74.0
3239,2011-06-02,USC00513117,0.08,75.0
3240,2011-06-03,USC00513117,0.63,71.0
3241,2011-06-04,USC00513117,4.43,69.0
3242,2011-06-05,USC00513117,4.02,69.0
3243,2011-06-06,USC00513117,0.02,74.0
3244,2011-06-07,USC00513117,0.06,71.0
3245,2011-06-08,USC00513117,0.04,74.0
3246,2011-06-09,USC00513117,0.01,74.0
3247,2011-06-10,USC00513117,0.02,75.0
3248,2011-06-11,USC00513117,0.01,73.0
3249,2011-06-12,USC00513117,0.12,73.0
3250,2011-06-13,USC00513117,0.16,73.0
3251,2011-06-14,USC00513117,0.0,75.0
3252,2011-06-15,USC00513117,0.0,75.0
3253,2011-06-16,USC00513117,0.06,74.0
3254,2011-06-17,USC00513117,0.0,74.0
3255,2011-06-18,USC00513117,0.02,75.0
3256,2011-06-19,USC00513117,0.09,74.0
3257,2011-06-20,USC00513117,0.03,73.0
3258,2011-06-21,USC00513117,0.54,72.0
3259,2011-06-22,USC00513117,0.22,74.0
3260,2011-06-23,USC00513117,0.03,72.0
3261,2011-06-24,USC00513117,0.21,75.0
3262,2011-06-25,USC00513117,0.0,76.0
3263,2011-06-26,USC00513117,0.04,74.0
3264,2011-06-27,USC00513117,0.03,74.0
3265,2011-06-28,USC00513117,0.1,74.0
3266,2011-06-29,USC00513117,0.0,74.0
3267,2011-06-30,USC00513117,0.0,74.0
3268,2011-07-01,USC00513117,0.09,74.0
3269,2011-07-02,USC00513117,0.0,75.0
3270,2011-07-03,USC00513117,0.04,76.0
3271,2011-07-04,USC00513117,0.0,74.0
3272,2011-07-05,USC00513117,0.03,74.0
3273,2011-07-06,USC00513117,0.02,76.0
3274,2011-07-07,USC00513117,0.07,73.0
3275,2011-07-08,USC00513117,0.1,75.0
3276,2011-07-09,USC00513117,0.05,75.0
3277,2011-07-10,USC00513117,0.02,76.0
3278,2011-07-11,USC00513117,0.01,74.0
3279,2011-07-12,USC00513117,0.0,74.0
3280,2011-07-13,USC00513117,0.0,74.0
3281,2011-07-14,USC00513117,0.06,73.0
3282,2011-07-15,USC00513117,0.0,75.0
3283,2011-07-16,USC00513117,0.0,75.0
3284,2011-07-17,USC00513117,0.15,75.0
3285,2011-07-18,USC00513117,0.04,74.0
3286,2011-07-19,USC00513117,0.0,74.0
3287,2011-07-20,USC00513117,0.1,71.0
3288,2011-07-21,USC00513117,0.04,75.0
3289,2011-07-22,USC00513117,0.08,74.0
3290,2011-07-23,USC00513117,0.0,75.0
3291,2011-07-24,USC00513117,0.1,70.0
3292,2011-07-25,USC00513117,0.22,74.0
3293,2011-07-26,USC00513117,0.01,74.0
3294,2011-07-27,USC00513117,0.04,75.0
3295,2011-07-28,USC00513117,0.03,75.0
3296,2011-07-29,USC00513117,0.15,74.0
3297,2011-07-30,USC00513117,0.61,75.0
3298,2011-07-31,USC00513117,0.0,76.0
3299,2011-08-01,USC00513117,0.01,74.0
3300,2011-08-02,USC00513117,0.0,74.0
3301,2011-08-03,USC00513117,0.02,75.0
3302,2011-08-04,USC00513117,0.03,74.0
3303,2011-08-05,USC00513117,0.04,75.0
3304,2011-08-06,USC00513117,0.04,74.0
3305,2011-08-07,USC00513117,0.01,76.0
3306,2011-08-08,USC00513117,0.0,75.0
3307,2011-08-09,USC00513117,0.16,76.0
3308,2011-08-10,USC00513117,0.0,75.0
3309,2011-08-11,USC00513117,0.06,75.0
3310,2011-08-12,USC00513117,0.0,75.0
3311,2011-08-13,USC00513117,0.0,76.0
3312,2011-08-14,USC00513117,0.04,75.0
3313,2011-08-15,USC00513117,0.03,75.0
3314,2011-08-16,USC00513117,0.05,74.0
3315,2011-08-17,USC00513117,0.12,75.0
3316,2011-08-18,USC00513117,0.02,75.0
3317,2011-08-19,USC00513117,0.04,75.0
3318,2011-08-20,USC00513117,0.0,76.0
3319,2011-08-21,USC00513117,0.03,75.0
3320,2011-08-22,USC00513117,0.28,72.0
3321,2011-08-23,USC00513117,0.21,74.0
3322,2011-08-24,USC00513117,0.06,75.0
3323,2011-08-25,USC00513117,0.03,74.0
3324,2011-08-26,USC00513117,0.08,74.0
3325,2011-08-27,USC00513117,0.0,78.0
3326,2011-08-28,USC00513117,0.09,74.0
3327,2011-08-29,USC00513117,0.24,76.0
3328,2011-08-30,USC00513117,0.16,74.0
3329,2011-08-31,USC00513117,0.02,76.0
3330,2011-09-01,USC00513117,0.13,78.0
3331,2011-09-17,USC00513117,0.0,78.0
3332,2011-09-18,USC00513117,0.05,76.0
3333,2011-09-19,USC00513117,0.04,76.0
3334,2011-09-20,USC00513117,0.03,75.0
3335,2011-09-21,USC00513117,0.07,76.0
3336,2011-09-22,USC00513117,0.1,75.0
3337,2011-09-23,USC00513117,0.08,72.0
3338,2011-09-24,USC00513117,0.0,78.0
3339,2011-09-26,USC00513117,0.0,71.0
3340,2011-09-27,USC00513117,0.0,76.0
3341,2011-09-28,USC00513117,0.03,74.0
3342,2011-09-29,USC00513117,0.02,76.0
3343,2011-09-30,USC00513117,0.11,75.0
3344,2011-10-01,USC00513117,0.0,76.0
3345,2011-10-02,USC00513117,0.0,77.0
3346,2011-10-03,USC00513117,0.0,77.0
3347,2011-10-04,USC00513117,0.01,77.0
3348,2011-10-05,USC00513117,0.07,77.0
3349,2011-10-06,USC00513117,0.05,76.0
3350,2011-10-07,USC00513117,0.11,72.0
3351,2011-10-08,USC00513117,0.03,76.0
3352,2011-10-09,USC00513117,0.07,76.0
3353,2011-10-10,USC00513117,0.0,76.0
3354,2011-10-11,USC00513117,0.04,75.0
3355,2011-10-12,USC00513117,0.0,73.0
3356,2011-10-13,USC00513117,0.11,74.0
3357,2011-10-14,USC00513117,0.06,75.0
3358,2011-10-15,USC00513117,0.15,75.0
3359,2011-10-16,USC00513117,0.0,74.0
3360,2011-10-17,USC00513117,0.03,71.0
3361,2011-10-18,USC00513117,0.32,70.0
3362,2011-10-19,USC00513117,0.08,68.0
3363,2011-10-20,USC00513117,0.0,74.0
3364,2011-10-21,USC00513117,0.0,76.0
3365,2011-10-22,USC00513117,0.3,73.0
3366,2011-10-23,USC00513117,1.56,72.0
3367,2011-10-24,USC00513117,4.47,70.0
